Date,Country,Province,ISO3,Confirmed,Fatal,Recovered,Hosp_require,Moderate,Severe,Tests,Vaccinations,Vaccinations_boosters,Vaccinated_once,Vaccinated_full
2020-02-06,Japan,-,JPN,25,0.0,4.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0
2020-02-07,Japan,-,JPN,25,0.0,4.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,0.0
2020-02-10,Japan,-,JPN,26,0.0,9.0,0.0,0.0,0.0,938.0,0.0,0.0,0.0,0.0
2020-02-12,Japan,-,JPN,28,0.0,10.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0
2020-02-13,Japan,-,JPN,29,0.0,11.0,0.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0
2020-02-14,Japan,-,JPN,33,0.0,12.0,0.0,0.0,0.0,978.0,0.0,0.0,0.0,0.0
2020-02-17,Japan,-,JPN,59,1.0,16.0,0.0,-3.0,3.0,1251.0,0.0,0.0,0.0,0.0
2020-02-18,Japan,-,JPN,66,1.0,16.0,0.0,-3.0,3.0,1287.0,0.0,0.0,0.0,0.0
2020-02-19,Japan,-,JPN,73,1.0,18.0,0.0,-6.0,6.0,1296.0,0.0,0.0,0.0,0.0
2020-02-20,Japan,-,JPN,84,1.0,20.0,0.0,-7.0,7.0,1432.0,0.0,0.0,0.0,0.0
2020-02-21,Japan,-,JPN,93,1.0,20.0,0.0,-9.0,9.0,1522.0,0.0,0.0,0.0,0.0
2020-02-22,Japan,-,JPN,105,1.0,24.0,0.0,-10.0,10.0,1607.0,0.0,0.0,0.0,0.0
2020-02-23,Japan,-,JPN,129,1.0,24.0,0.0,-11.0,11.0,1703.0,0.0,0.0,0.0,0.0
2020-02-24,Japan,-,JPN,141,1.0,26.0,0.0,-13.0,13.0,1742.0,0.0,0.0,0.0,0.0
2020-02-25,Japan,-,JPN,155,1.0,18.0,0.0,-14.0,14.0,1846.0,0.0,0.0,0.0,0.0
2020-02-26,Japan,-,JPN,164,1.0,32.0,0.0,-15.0,15.0,1890.0,0.0,0.0,0.0,0.0
2020-02-27,Japan,-,JPN,186,3.0,40.0,0.0,-16.0,16.0,2058.0,0.0,0.0,0.0,0.0
2020-02-28,Japan,-,JPN,210,4.0,41.0,0.0,-20.0,20.0,2209.0,0.0,0.0,0.0,0.0
2020-02-29,Japan,-,JPN,230,5.0,46.0,0.0,-22.0,22.0,2339.0,0.0,0.0,0.0,0.0
2020-03-01,Japan,-,JPN,239,5.0,46.0,0.0,-23.0,23.0,2517.0,0.0,0.0,0.0,0.0
2020-03-02,Japan,-,JPN,254,6.0,47.0,0.0,-23.0,23.0,2613.0,0.0,0.0,0.0,0.0
2020-03-03,Japan,-,JPN,268,6.0,50.0,0.0,-24.0,24.0,2684.0,0.0,0.0,0.0,0.0
2020-03-04,Japan,-,JPN,284,6.0,52.0,0.0,-24.0,24.0,6519.0,0.0,0.0,0.0,0.0
2020-03-05,Japan,-,JPN,318,6.0,53.0,0.0,-27.0,27.0,6777.0,0.0,0.0,0.0,0.0
2020-03-06,Japan,-,JPN,349,6.0,71.0,0.0,-30.0,30.0,7476.0,0.0,0.0,0.0,0.0
2020-03-07,Japan,-,JPN,408,6.0,78.0,0.0,-28.0,28.0,8029.0,0.0,0.0,0.0,0.0
2020-03-08,Japan,-,JPN,455,6.0,82.0,0.0,-27.0,27.0,8176.0,0.0,0.0,0.0,0.0
2020-03-09,Japan,-,JPN,488,7.0,103.0,0.0,-33.0,33.0,8286.0,0.0,0.0,0.0,0.0
2020-03-10,Japan,-,JPN,514,9.0,104.0,0.0,-31.0,31.0,9600.0,0.0,0.0,0.0,0.0
2020-03-11,Japan,-,JPN,568,12.0,118.0,0.0,-26.0,26.0,10024.0,0.0,0.0,0.0,0.0
2020-03-12,Japan,-,JPN,624,15.0,123.0,0.0,-29.0,29.0,10205.0,0.0,0.0,0.0,0.0
2020-03-13,Japan,-,JPN,676,19.0,135.0,0.0,-32.0,32.0,12060.0,0.0,0.0,0.0,0.0
2020-03-14,Japan,-,JPN,716,21.0,144.0,0.0,-35.0,35.0,12919.0,0.0,0.0,0.0,0.0
2020-03-15,Japan,-,JPN,780,22.0,157.0,0.0,-36.0,36.0,13026.0,0.0,0.0,0.0,0.0
2020-03-16,Japan,-,JPN,814,24.0,164.0,0.0,-41.0,41.0,13068.0,0.0,0.0,0.0,0.0
2020-03-17,Japan,-,JPN,829,28.0,171.0,0.0,-46.0,46.0,13818.0,0.0,0.0,0.0,0.0
2020-03-18,Japan,-,JPN,873,29.0,191.0,0.0,-46.0,46.0,14021.0,0.0,0.0,0.0,0.0
2020-03-19,Japan,-,JPN,914,31.0,215.0,0.0,-49.0,49.0,14901.0,0.0,0.0,0.0,0.0
2020-03-20,Japan,-,JPN,950,33.0,227.0,0.0,-50.0,50.0,18844.0,0.0,0.0,0.0,0.0
2020-03-21,Japan,-,JPN,1007,35.0,232.0,0.0,-55.0,55.0,20100.0,0.0,0.0,0.0,0.0
2020-03-22,Japan,-,JPN,1046,36.0,272.0,0.0,-57.0,57.0,20228.0,0.0,0.0,0.0,0.0
2020-03-23,Japan,-,JPN,1089,41.0,275.0,0.0,-54.0,54.0,20340.0,0.0,0.0,0.0,0.0
2020-03-24,Japan,-,JPN,1128,42.0,301.0,0.0,-55.0,55.0,24430.0,0.0,0.0,0.0,0.0
2020-03-25,Japan,-,JPN,1193,43.0,310.0,0.0,-57.0,57.0,23521.0,0.0,0.0,0.0,0.0
2020-03-26,Japan,-,JPN,1292,45.0,359.0,0.0,-56.0,56.0,25171.0,0.0,0.0,0.0,0.0
2020-03-27,Japan,-,JPN,1387,46.0,372.0,0.0,-56.0,56.0,27005.0,0.0,0.0,0.0,0.0
2020-03-28,Japan,-,JPN,1499,49.0,404.0,0.0,-60.0,60.0,28464.0,0.0,0.0,0.0,0.0
2020-03-29,Japan,-,JPN,1693,52.0,424.0,0.0,-59.0,59.0,28760.0,0.0,0.0,0.0,0.0
2020-03-30,Japan,-,JPN,1866,54.0,424.0,0.0,-59.0,59.0,28966.0,0.0,0.0,0.0,0.0
2020-03-31,Japan,-,JPN,1953,56.0,424.0,0.0,-59.0,59.0,32497.0,0.0,0.0,0.0,0.0
2020-04-01,Japan,-,JPN,2178,57.0,472.0,0.0,-60.0,60.0,34508.0,0.0,0.0,0.0,0.0
2020-04-02,Japan,-,JPN,2381,60.0,505.0,0.0,-62.0,62.0,34510.0,0.0,0.0,0.0,0.0
2020-04-03,Japan,-,JPN,2617,63.0,514.0,0.0,-64.0,64.0,39446.0,0.0,0.0,0.0,0.0
2020-04-04,Japan,-,JPN,2935,69.0,575.0,0.0,-69.0,69.0,42882.0,0.0,0.0,0.0,0.0
2020-04-05,Japan,-,JPN,3271,70.0,584.0,0.0,-70.0,70.0,44639.0,0.0,0.0,0.0,0.0
2020-04-06,Japan,-,JPN,3654,73.0,592.0,0.0,-79.0,79.0,46172.0,0.0,0.0,0.0,0.0
2020-04-07,Japan,-,JPN,3906,80.0,622.0,0.0,-80.0,80.0,55311.0,0.0,0.0,0.0,0.0
2020-04-08,Japan,-,JPN,4257,81.0,632.0,0.0,-99.0,99.0,61498.0,0.0,0.0,0.0,0.0
2020-04-09,Japan,-,JPN,4768,85.0,685.0,0.0,-109.0,109.0,64387.0,0.0,0.0,0.0,0.0
2020-04-10,Japan,-,JPN,5347,88.0,714.0,0.0,-117.0,117.0,68771.0,0.0,0.0,0.0,0.0
2020-04-11,Japan,-,JPN,6005,94.0,762.0,0.0,-122.0,122.0,74891.0,0.0,0.0,0.0,0.0
2020-04-12,Japan,-,JPN,6748,98.0,784.0,0.0,-129.0,129.0,77381.0,0.0,0.0,0.0,0.0
2020-04-13,Japan,-,JPN,7255,102.0,799.0,0.0,-135.0,135.0,78702.0,0.0,0.0,0.0,0.0
2020-04-14,Japan,-,JPN,7645,109.0,853.0,0.0,-152.0,152.0,89551.0,0.0,0.0,0.0,0.0
2020-04-15,Japan,-,JPN,8100,119.0,901.0,0.0,-168.0,168.0,94236.0,0.0,0.0,0.0,0.0
2020-04-16,Japan,-,JPN,8582,136.0,935.0,0.0,-193.0,193.0,100703.0,0.0,0.0,0.0,0.0
2020-04-17,Japan,-,JPN,9167,148.0,1012.0,0.0,-207.0,207.0,106372.0,0.0,0.0,0.0,0.0
2020-04-18,Japan,-,JPN,9795,154.0,1069.0,0.0,-211.0,211.0,111325.0,0.0,0.0,0.0,0.0
2020-04-19,Japan,-,JPN,10361,161.0,1159.0,0.0,-217.0,217.0,112816.0,0.0,0.0,0.0,0.0
2020-04-20,Japan,-,JPN,10751,171.0,1239.0,0.0,-231.0,231.0,116725.0,0.0,0.0,0.0,0.0
2020-04-21,Japan,-,JPN,11119,186.0,1356.0,0.0,-232.0,232.0,124550.0,0.0,0.0,0.0,0.0
2020-04-22,Japan,-,JPN,11496,277.0,2040.0,0.0,-241.0,241.0,130587.0,0.0,0.0,0.0,0.0
2020-04-23,Japan,-,JPN,11919,287.0,2408.0,0.0,-259.0,259.0,135983.0,0.0,0.0,0.0,0.0
2020-04-24,Japan,-,JPN,12388,317.0,2536.0,0.0,-263.0,263.0,141600.0,0.0,0.0,0.0,0.0
2020-04-25,Japan,-,JPN,12829,334.0,2662.0,0.0,-287.0,287.0,147454.0,0.0,0.0,0.0,0.0
2020-04-26,Japan,-,JPN,13182,348.0,2815.0,0.0,-296.0,296.0,149074.0,0.0,0.0,0.0,0.0
2020-04-27,Japan,-,JPN,13385,351.0,2905.0,0.0,-300.0,300.0,150692.0,0.0,0.0,0.0,0.0
2020-04-28,Japan,-,JPN,13576,376.0,3187.0,0.0,-305.0,305.0,160545.0,0.0,0.0,0.0,0.0
2020-04-29,Japan,-,JPN,13852,389.0,3374.0,0.0,-306.0,306.0,164255.0,0.0,0.0,0.0,0.0
2020-04-30,Japan,-,JPN,14088,415.0,3466.0,0.0,-308.0,308.0,165609.0,0.0,0.0,0.0,0.0
2020-05-01,Japan,-,JPN,14281,432.0,3981.0,0.0,-328.0,328.0,174150.0,0.0,0.0,0.0,0.0
2020-05-02,Japan,-,JPN,14544,458.0,4211.0,0.0,-324.0,324.0,181527.0,0.0,0.0,0.0,0.0
2020-05-03,Japan,-,JPN,14839,492.0,4385.0,0.0,-321.0,321.0,183251.0,0.0,0.0,0.0,0.0
2020-05-04,Japan,-,JPN,15057,510.0,4496.0,0.0,-308.0,308.0,184586.0,0.0,0.0,0.0,0.0
2020-05-05,Japan,-,JPN,15231,521.0,4587.0,0.0,-309.0,309.0,186343.0,0.0,0.0,0.0,0.0
2020-05-06,Japan,-,JPN,15354,543.0,4918.0,0.0,-308.0,308.0,188927.0,0.0,0.0,0.0,0.0
2020-05-07,Japan,-,JPN,15463,551.0,5146.0,0.0,-300.0,300.0,190030.0,0.0,0.0,0.0,0.0
2020-05-08,Japan,-,JPN,15547,557.0,5906.0,0.0,-287.0,287.0,202013.0,0.0,0.0,0.0,0.0
2020-05-09,Japan,-,JPN,15649,600.0,8127.0,6451.0,6185.0,266.0,211997.0,0.0,0.0,0.0,0.0
2020-05-10,Japan,-,JPN,15747,613.0,8293.0,6399.0,6132.0,267.0,214256.0,0.0,0.0,0.0,0.0
2020-05-11,Japan,-,JPN,15798,621.0,8531.0,6225.0,5976.0,249.0,218204.0,0.0,0.0,0.0,0.0
2020-05-12,Japan,-,JPN,15874,643.0,8920.0,6065.0,5822.0,243.0,223649.0,0.0,0.0,0.0,0.0
2020-05-13,Japan,-,JPN,16024,668.0,9868.0,5315.0,5056.0,259.0,223667.0,0.0,0.0,0.0,0.0
2020-05-14,Japan,-,JPN,16079,687.0,10338.0,4886.0,4641.0,245.0,233144.0,0.0,0.0,0.0,0.0
2020-05-15,Japan,-,JPN,16193,710.0,10809.0,4493.0,4256.0,237.0,230882.0,0.0,0.0,0.0,0.0
2020-05-16,Japan,-,JPN,16237,725.0,11153.0,4179.0,3947.0,232.0,240368.0,0.0,0.0,0.0,0.0
2020-05-17,Japan,-,JPN,16285,744.0,11415.0,3943.0,3713.0,230.0,244452.0,0.0,0.0,0.0,0.0
2020-05-18,Japan,-,JPN,16305,749.0,11564.0,3823.0,3595.0,228.0,250151.0,0.0,0.0,0.0,0.0
2020-05-19,Japan,-,JPN,16365,763.0,11884.0,3556.0,3343.0,213.0,255675.0,0.0,0.0,0.0,0.0
2020-05-20,Japan,-,JPN,16385,771.0,12286.0,3165.0,2955.0,210.0,258277.0,0.0,0.0,0.0,0.0
2020-05-21,Japan,-,JPN,16424,777.0,12672.0,2917.0,2722.0,195.0,261572.0,0.0,0.0,0.0,0.0
2020-05-22,Japan,-,JPN,16513,796.0,13005.0,2652.0,2476.0,176.0,265502.0,0.0,0.0,0.0,0.0
2020-05-23,Japan,-,JPN,16536,808.0,13244.0,2450.0,2276.0,174.0,268477.0,0.0,0.0,0.0,0.0
2020-05-24,Japan,-,JPN,16550,820.0,13562.0,2287.0,2119.0,168.0,271201.0,0.0,0.0,0.0,0.0
2020-05-25,Japan,-,JPN,16581,830.0,13612.0,2121.0,1956.0,165.0,272688.0,0.0,0.0,0.0,0.0
2020-05-26,Japan,-,JPN,16623,846.0,13810.0,1950.0,1795.0,155.0,276170.0,0.0,0.0,0.0,0.0
2020-05-27,Japan,-,JPN,16651,858.0,13973.0,1803.0,1656.0,147.0,278642.0,0.0,0.0,0.0,0.0
2020-05-28,Japan,-,JPN,16683,867.0,14147.0,1654.0,1518.0,136.0,281293.0,0.0,0.0,0.0,0.0
2020-05-29,Japan,-,JPN,16719,874.0,14254.0,1574.0,1443.0,131.0,284763.0,0.0,0.0,0.0,0.0
2020-05-30,Japan,-,JPN,16804,886.0,14406.0,1494.0,1371.0,123.0,287754.0,0.0,0.0,0.0,0.0
2020-05-31,Japan,-,JPN,16851,891.0,14459.0,1484.0,1365.0,119.0,290436.0,0.0,0.0,0.0,0.0
2020-06-01,Japan,-,JPN,16884,892.0,14502.0,1472.0,1357.0,115.0,292569.0,0.0,0.0,0.0,0.0
2020-06-02,Japan,-,JPN,16930,894.0,14650.0,1378.0,1265.0,113.0,296383.0,0.0,0.0,0.0,0.0
2020-06-03,Japan,-,JPN,16986,900.0,14771.0,1308.0,1207.0,101.0,300277.0,0.0,0.0,0.0,0.0
2020-06-04,Japan,-,JPN,17018,903.0,14867.0,1241.0,1139.0,102.0,303633.0,0.0,0.0,0.0,0.0
2020-06-05,Japan,-,JPN,17064,907.0,14972.0,1178.0,1080.0,98.0,307462.0,0.0,0.0,0.0,0.0
2020-06-06,Japan,-,JPN,17103,914.0,15079.0,1103.0,1004.0,99.0,311447.0,0.0,0.0,0.0,0.0
2020-06-07,Japan,-,JPN,17141,916.0,15139.0,1082.0,984.0,98.0,314483.0,0.0,0.0,0.0,0.0
2020-06-08,Japan,-,JPN,17174,916.0,15148.0,1106.0,1007.0,99.0,316848.0,0.0,0.0,0.0,0.0
2020-06-09,Japan,-,JPN,17210,916.0,15213.0,1074.0,982.0,92.0,321053.0,0.0,0.0,0.0,0.0
2020-06-10,Japan,-,JPN,17251,919.0,15298.0,1026.0,935.0,91.0,324675.0,0.0,0.0,0.0,0.0
2020-06-11,Japan,-,JPN,17292,920.0,15383.0,981.0,890.0,91.0,328730.0,0.0,0.0,0.0,0.0
2020-06-12,Japan,-,JPN,17332,922.0,15493.0,911.0,829.0,82.0,332207.0,0.0,0.0,0.0,0.0
2020-06-13,Japan,-,JPN,17382,924.0,15580.0,872.0,796.0,76.0,336161.0,0.0,0.0,0.0,0.0
2020-06-14,Japan,-,JPN,17429,925.0,15643.0,859.0,786.0,73.0,338758.0,0.0,0.0,0.0,0.0
2020-06-15,Japan,-,JPN,17502,925.0,15686.0,890.0,819.0,71.0,340918.0,0.0,0.0,0.0,0.0
2020-06-16,Japan,-,JPN,17587,927.0,15701.0,954.0,874.0,80.0,344526.0,0.0,0.0,0.0,0.0
2020-06-17,Japan,-,JPN,17628,931.0,15850.0,845.0,775.0,70.0,348051.0,0.0,0.0,0.0,0.0
2020-06-18,Japan,-,JPN,17668,935.0,15930.0,800.0,738.0,62.0,396433.0,0.0,0.0,0.0,0.0
2020-06-19,Japan,-,JPN,17710,935.0,16008.0,794.0,732.0,62.0,393380.0,0.0,0.0,0.0,0.0
2020-06-20,Japan,-,JPN,17799,952.0,16077.0,767.0,706.0,61.0,409022.0,0.0,0.0,0.0,0.0
2020-06-21,Japan,-,JPN,17864,953.0,16108.0,801.0,742.0,59.0,412669.0,0.0,0.0,0.0,0.0
2020-06-22,Japan,-,JPN,17916,953.0,16133.0,829.0,770.0,59.0,417951.0,0.0,0.0,0.0,0.0
2020-06-23,Japan,-,JPN,17968,955.0,16212.0,798.0,736.0,62.0,424767.0,0.0,0.0,0.0,0.0
2020-06-24,Japan,-,JPN,18024,963.0,16263.0,794.0,734.0,60.0,429481.0,0.0,0.0,0.0,0.0
2020-06-25,Japan,-,JPN,18110,968.0,16320.0,816.0,758.0,58.0,435495.0,0.0,0.0,0.0,0.0
2020-06-26,Japan,-,JPN,18197,969.0,16392.0,833.0,782.0,51.0,440739.0,0.0,0.0,0.0,0.0
2020-06-27,Japan,-,JPN,18297,971.0,16452.0,869.0,821.0,48.0,446589.0,0.0,0.0,0.0,0.0
2020-06-28,Japan,-,JPN,18390,971.0,16505.0,906.0,861.0,45.0,451772.0,0.0,0.0,0.0,0.0
2020-06-29,Japan,-,JPN,18476,972.0,16557.0,939.0,896.0,43.0,454609.0,0.0,0.0,0.0,0.0
2020-06-30,Japan,-,JPN,18593,972.0,16631.0,984.0,942.0,42.0,461446.0,0.0,0.0,0.0,0.0
2020-07-01,Japan,-,JPN,18723,974.0,16731.0,1016.0,976.0,40.0,467444.0,0.0,0.0,0.0,0.0
2020-07-02,Japan,-,JPN,18874,975.0,16772.0,1125.0,1088.0,37.0,475308.0,0.0,0.0,0.0,0.0
2020-07-03,Japan,-,JPN,19068,976.0,16866.0,1223.0,1190.0,33.0,481877.0,0.0,0.0,0.0,0.0
2020-07-04,Japan,-,JPN,19282,977.0,16959.0,1343.0,1311.0,32.0,490287.0,0.0,0.0,0.0,0.0
2020-07-05,Japan,-,JPN,19522,977.0,17050.0,1511.0,1478.0,33.0,495164.0,0.0,0.0,0.0,0.0
2020-07-06,Japan,-,JPN,19775,977.0,17124.0,1687.0,1653.0,34.0,499898.0,0.0,0.0,0.0,0.0
2020-07-07,Japan,-,JPN,19981,978.0,17197.0,1808.0,1772.0,36.0,509993.0,0.0,0.0,0.0,0.0
2020-07-08,Japan,-,JPN,20174,980.0,17331.0,1862.0,1827.0,35.0,518210.0,0.0,0.0,0.0,0.0
2020-07-09,Japan,-,JPN,20371,981.0,17466.0,1920.0,1882.0,38.0,527546.0,0.0,0.0,0.0,0.0
2020-07-10,Japan,-,JPN,20719,982.0,17652.0,2078.0,2047.0,31.0,540411.0,0.0,0.0,0.0,0.0
2020-07-11,Japan,-,JPN,21129,982.0,17849.0,2298.0,2265.0,33.0,551658.0,0.0,0.0,0.0,0.0
2020-07-12,Japan,-,JPN,21502,982.0,18003.0,2511.0,2479.0,32.0,558622.0,0.0,0.0,0.0,0.0
2020-07-13,Japan,-,JPN,21868,982.0,18103.0,2779.0,2745.0,34.0,562105.0,0.0,0.0,0.0,0.0
2020-07-14,Japan,-,JPN,22220,982.0,18282.0,2959.0,2919.0,40.0,574432.0,0.0,0.0,0.0,0.0
2020-07-15,Japan,-,JPN,22508,984.0,18545.0,2982.0,2944.0,38.0,586706.0,0.0,0.0,0.0,0.0
2020-07-16,Japan,-,JPN,22890,985.0,18814.0,3090.0,3053.0,37.0,599239.0,0.0,0.0,0.0,0.0
2020-07-17,Japan,-,JPN,23473,985.0,19096.0,3400.0,3361.0,39.0,617049.0,0.0,0.0,0.0,0.0
2020-07-18,Japan,-,JPN,24132,985.0,19366.0,3777.0,3736.0,41.0,626149.0,0.0,0.0,0.0,0.0
2020-07-19,Japan,-,JPN,24642,985.0,19576.0,4091.0,4048.0,43.0,634997.0,0.0,0.0,0.0,0.0
2020-07-20,Japan,-,JPN,25096,985.0,19757.0,4348.0,4301.0,47.0,639821.0,0.0,0.0,0.0,0.0
2020-07-21,Japan,-,JPN,25736,988.0,20155.0,4591.0,4539.0,52.0,657535.0,0.0,0.0,0.0,0.0
2020-07-22,Japan,-,JPN,26303,989.0,20651.0,4668.0,4613.0,55.0,670619.0,0.0,0.0,0.0,0.0
2020-07-23,Japan,-,JPN,27029,990.0,21035.0,5002.0,4943.0,59.0,688036.0,0.0,0.0,0.0,0.0
2020-07-24,Japan,-,JPN,27956,992.0,21328.0,5635.0,5567.0,68.0,697512.0,0.0,0.0,0.0,0.0
2020-07-25,Japan,-,JPN,28786,993.0,21567.0,6220.0,6156.0,64.0,704400.0,0.0,0.0,0.0,0.0
2020-07-26,Japan,-,JPN,29382,996.0,21762.0,6597.0,6531.0,66.0,715283.0,0.0,0.0,0.0,0.0
2020-07-27,Japan,-,JPN,29969,996.0,22116.0,6861.0,6794.0,67.0,720501.0,0.0,0.0,0.0,0.0
2020-07-28,Japan,-,JPN,30961,998.0,22811.0,7131.0,7055.0,76.0,746229.0,0.0,0.0,0.0,0.0
2020-07-29,Japan,-,JPN,31901,1001.0,23507.0,7379.0,7298.0,81.0,765346.0,0.0,0.0,0.0,0.0
2020-07-30,Japan,-,JPN,33049,1004.0,24179.0,7846.0,7756.0,90.0,785224.0,0.0,0.0,0.0,0.0
2020-07-31,Japan,-,JPN,34372,1006.0,24929.0,8308.0,8221.0,87.0,806067.0,0.0,0.0,0.0,0.0
2020-08-01,Japan,-,JPN,35836,1011.0,25506.0,9294.0,9214.0,80.0,824748.0,0.0,0.0,0.0,0.0
2020-08-02,Japan,-,JPN,36689,1011.0,25906.0,9781.0,9698.0,83.0,836404.0,0.0,0.0,0.0,0.0
2020-08-03,Japan,-,JPN,38687,1012.0,26487.0,10783.0,10696.0,87.0,849115.0,0.0,0.0,0.0,0.0
2020-08-04,Japan,-,JPN,39858,1016.0,27197.0,11347.0,11259.0,88.0,877134.0,0.0,0.0,0.0,0.0
2020-08-05,Japan,-,JPN,41129,1022.0,28028.0,12055.0,11951.0,104.0,897340.0,0.0,0.0,0.0,0.0
2020-08-06,Japan,-,JPN,42263,1026.0,28877.0,12308.0,12193.0,115.0,938739.0,0.0,0.0,0.0,0.0
2020-08-07,Japan,-,JPN,43815,1033.0,30153.0,12568.0,12437.0,131.0,961915.0,0.0,0.0,0.0,0.0
2020-08-08,Japan,-,JPN,45439,1039.0,31307.0,12954.0,12814.0,140.0,986101.0,0.0,0.0,0.0,0.0
2020-08-09,Japan,-,JPN,46783,1040.0,32312.0,13435.0,13279.0,156.0,1001281.0,0.0,0.0,0.0,0.0
2020-08-10,Japan,-,JPN,47990,1047.0,33058.0,14063.0,13901.0,162.0,1016197.0,0.0,0.0,0.0,0.0
2020-08-11,Japan,-,JPN,48928,1052.0,33975.0,14160.0,13989.0,171.0,1024235.0,0.0,0.0,0.0,0.0
2020-08-12,Japan,-,JPN,50210,1059.0,34888.0,14054.0,13877.0,177.0,1058164.0,0.0,0.0,0.0,0.0
2020-08-13,Japan,-,JPN,51147,1063.0,36134.0,13712.0,13509.0,203.0,1085322.0,0.0,0.0,0.0,0.0
2020-08-14,Japan,-,JPN,52217,1073.0,37479.0,13428.0,13217.0,211.0,1107537.0,0.0,0.0,0.0,0.0
2020-08-15,Japan,-,JPN,53577,1085.0,38945.0,13338.0,13109.0,229.0,1164029.0,0.0,0.0,0.0,0.0
2020-08-16,Japan,-,JPN,54714,1088.0,40080.0,13418.0,13186.0,232.0,1177313.0,0.0,0.0,0.0,0.0
2020-08-17,Japan,-,JPN,55667,1099.0,41196.0,13320.0,13077.0,243.0,1186468.0,0.0,0.0,0.0,0.0
2020-08-18,Japan,-,JPN,56685,1115.0,42284.0,13062.0,12819.0,243.0,1214145.0,0.0,0.0,0.0,0.0
2020-08-19,Japan,-,JPN,57550,1128.0,43835.0,12357.0,12118.0,239.0,1236180.0,0.0,0.0,0.0,0.0
2020-08-20,Japan,-,JPN,58501,1144.0,45266.0,11925.0,11688.0,237.0,1259422.0,0.0,0.0,0.0,0.0
2020-08-21,Japan,-,JPN,59721,1155.0,46467.0,11922.0,11679.0,243.0,1282693.0,0.0,0.0,0.0,0.0
2020-08-22,Japan,-,JPN,60733,1169.0,47622.0,11764.0,11521.0,243.0,1306128.0,0.0,0.0,0.0,0.0
2020-08-23,Japan,-,JPN,61747,1176.0,48550.0,11873.0,11619.0,254.0,1321079.0,0.0,0.0,0.0,0.0
2020-08-24,Japan,-,JPN,62507,1181.0,49340.0,11846.0,11587.0,259.0,1333884.0,0.0,0.0,0.0,0.0
2020-08-25,Japan,-,JPN,63121,1196.0,50431.0,11330.0,11078.0,252.0,1357628.0,0.0,0.0,0.0,0.0
2020-08-26,Japan,-,JPN,63822,1209.0,51688.0,10754.0,10509.0,245.0,1376783.0,0.0,0.0,0.0,0.0
2020-08-27,Japan,-,JPN,64668,1226.0,52823.0,10418.0,10180.0,238.0,1397400.0,0.0,0.0,0.0,0.0
2020-08-28,Japan,-,JPN,65573,1238.0,53995.0,10205.0,9978.0,227.0,1420589.0,0.0,0.0,0.0,0.0
2020-08-29,Japan,-,JPN,66423,1255.0,55341.0,9783.0,9553.0,230.0,1440826.0,0.0,0.0,0.0,0.0
2020-08-30,Japan,-,JPN,67264,1264.0,56164.0,9785.0,9551.0,234.0,1455610.0,0.0,0.0,0.0,0.0
2020-08-31,Japan,-,JPN,67865,1279.0,56802.0,9743.0,9507.0,236.0,1467132.0,0.0,0.0,0.0,0.0
2020-09-01,Japan,-,JPN,68392,1296.0,57823.0,9238.0,9004.0,234.0,1490975.0,0.0,0.0,0.0,0.0
2020-09-02,Japan,-,JPN,69001,1307.0,58428.0,9219.0,8994.0,225.0,1510462.0,0.0,0.0,0.0,0.0
2020-09-03,Japan,-,JPN,69599,1319.0,59524.0,8720.0,8502.0,218.0,1536221.0,0.0,0.0,0.0,0.0
2020-09-04,Japan,-,JPN,70268,1330.0,60417.0,8483.0,8269.0,214.0,1560505.0,0.0,0.0,0.0,0.0
2020-09-05,Japan,-,JPN,70876,1349.0,61445.0,8062.0,7852.0,210.0,1577444.0,0.0,0.0,0.0,0.0
2020-09-06,Japan,-,JPN,71419,1357.0,62076.0,8015.0,7804.0,211.0,1590895.0,0.0,0.0,0.0,0.0
2020-09-07,Japan,-,JPN,71856,1363.0,62536.0,7979.0,7770.0,209.0,1596561.0,0.0,0.0,0.0,0.0
2020-09-08,Japan,-,JPN,72234,1377.0,63282.0,7555.0,7353.0,202.0,1622149.0,0.0,0.0,0.0,0.0
2020-09-09,Japan,-,JPN,72726,1393.0,64100.0,7215.0,7013.0,202.0,1637723.0,0.0,0.0,0.0,0.0
2020-09-10,Japan,-,JPN,73221,1406.0,64835.0,6959.0,6761.0,198.0,1662091.0,0.0,0.0,0.0,0.0
2020-09-11,Japan,-,JPN,73901,1412.0,65590.0,6884.0,6693.0,191.0,1685711.0,0.0,0.0,0.0,0.0
2020-09-12,Japan,-,JPN,74544,1423.0,66280.0,6814.0,6624.0,190.0,1703734.0,0.0,0.0,0.0,0.0
2020-09-13,Japan,-,JPN,75218,1439.0,66899.0,6892.0,6712.0,180.0,1715960.0,0.0,0.0,0.0,0.0
2020-09-14,Japan,-,JPN,75657,1442.0,67242.0,6962.0,6777.0,185.0,1718055.0,0.0,0.0,0.0,0.0
2020-09-15,Japan,-,JPN,75958,1451.0,67831.0,6673.0,6499.0,174.0,1745311.0,0.0,0.0,0.0,0.0
2020-09-16,Japan,-,JPN,76448,1461.0,68532.0,6433.0,6255.0,178.0,1766478.0,0.0,0.0,0.0,0.0
