Country,Year,Sex,Age,Population
Italy,2011,Male,10,282577
Italy,2011,Male,11,282577
Italy,2011,Male,12,282577
Italy,2011,Male,13,282577
Italy,2011,Male,14,282577
Italy,2011,Female,10,265919
Italy,2011,Female,11,265919
Italy,2011,Female,12,265919
Italy,2011,Female,13,265919
Italy,2011,Female,14,265919
Italy,2011,Male,15,294633
Italy,2011,Male,16,294633
Italy,2011,Male,17,294633
Italy,2011,Male,18,294633
Italy,2011,Male,19,294633
Italy,2011,Female,15,276999
Italy,2011,Female,16,276999
Italy,2011,Female,17,276999
Italy,2011,Female,18,276999
Italy,2011,Female,19,276999
Italy,2011,Male,20,310184
Italy,2011,Male,21,310184
Italy,2011,Male,22,310184
Italy,2011,Male,23,310184
Italy,2011,Male,24,310184
Italy,2011,Female,20,295887
Italy,2011,Female,21,295887
Italy,2011,Female,22,295887
Italy,2011,Female,23,295887
Italy,2011,Female,24,295887
Italy,2011,Male,25,333605
Italy,2011,Male,26,333605
Italy,2011,Male,27,333605
Italy,2011,Male,28,333605
Italy,2011,Male,29,333605
Italy,2011,Female,25,327001
Italy,2011,Female,26,327001
Italy,2011,Female,27,327001
Italy,2011,Female,28,327001
Italy,2011,Female,29,327001
Italy,2011,Male,30,382095
Italy,2011,Male,31,382095
Italy,2011,Male,32,382095
Italy,2011,Male,33,382095
Italy,2011,Male,34,382095
Italy,2011,Female,30,382779
Italy,2011,Female,31,382779
Italy,2011,Female,32,382779
Italy,2011,Female,33,382779
Italy,2011,Female,34,382779
Italy,2011,Male,35,457324
Italy,2011,Male,36,457324
Italy,2011,Male,37,457324
Italy,2011,Male,38,457324
Italy,2011,Male,39,457324
Italy,2011,Female,35,461520
Italy,2011,Female,36,461520
Italy,2011,Female,37,461520
Italy,2011,Female,38,461520
Italy,2011,Female,39,461520
Italy,2011,Male,40,481217
Italy,2011,Male,41,481217
Italy,2011,Male,42,481217
Italy,2011,Male,43,481217
Italy,2011,Male,44,481217
Italy,2011,Female,40,490254
Italy,2011,Female,41,490254
Italy,2011,Female,42,490254
Italy,2011,Female,43,490254
Italy,2011,Female,44,490254
Italy,2011,Male,45,467808
Italy,2011,Male,46,467808
Italy,2011,Male,47,467808
Italy,2011,Male,48,467808
Italy,2011,Male,49,467808
Italy,2011,Female,45,480551
Italy,2011,Female,46,480551
Italy,2011,Female,47,480551
Italy,2011,Female,48,480551
Italy,2011,Female,49,480551
Italy,2011,Male,50,405143
Italy,2011,Male,51,405143
Italy,2011,Male,52,405143
Italy,2011,Male,53,405143
Italy,2011,Male,54,405143
Italy,2011,Female,50,422781
Italy,2011,Female,51,422781
Italy,2011,Female,52,422781
Italy,2011,Female,53,422781
Italy,2011,Female,54,422781
Italy,2011,Male,55,356560
Italy,2011,Male,56,356560
Italy,2011,Male,57,356560
Italy,2011,Male,58,356560
Italy,2011,Male,59,356560
Italy,2011,Female,55,379357
Italy,2011,Female,56,379357
Italy,2011,Female,57,379357
Italy,2011,Female,58,379357
Italy,2011,Female,59,379357
Italy,2011,Male,60,359279
Italy,2011,Male,61,359279
Italy,2011,Male,62,359279
Italy,2011,Male,63,359279
Italy,2011,Male,64,359279
Italy,2011,Female,60,386415
Italy,2011,Female,61,386415
Italy,2011,Female,62,386415
Italy,2011,Female,63,386415
Italy,2011,Female,64,386415
Italy,2011,Male,65,293609
Italy,2011,Male,66,293609
Italy,2011,Male,67,293609
Italy,2011,Male,68,293609
Italy,2011,Male,69,293609
Italy,2011,Female,65,326560
Italy,2011,Female,66,326560
Italy,2011,Female,67,326560
Italy,2011,Female,68,326560
Italy,2011,Female,69,326560
Italy,2011,Male,75,219808
Italy,2011,Male,76,219808
Italy,2011,Male,77,219808
Italy,2011,Male,78,219808
Italy,2011,Male,79,219808
Italy,2011,Female,75,290932
Italy,2011,Female,76,290932
Italy,2011,Female,77,290932
Italy,2011,Female,78,290932
Italy,2011,Female,79,290932
Italy,2011,Male,80,28561
Italy,2011,Male,81,28561
Italy,2011,Male,82,28561
Italy,2011,Male,83,28561
Italy,2011,Male,84,28561
Italy,2011,Male,85,28561
Italy,2011,Male,86,28561
Italy,2011,Male,87,28561
Italy,2011,Male,88,28561
Italy,2011,Male,89,28561
Italy,2011,Male,90,28561
Italy,2011,Male,91,28561
Italy,2011,Male,92,28561
Italy,2011,Male,93,28561
Italy,2011,Male,94,28561
Italy,2011,Male,95,28561
Italy,2011,Male,96,28561
Italy,2011,Male,97,28561
Italy,2011,Male,98,28561
Italy,2011,Male,99,28561
Italy,2011,Male,100,28561
Italy,2011,Male,101,28561
Italy,2011,Male,102,28561
Italy,2011,Male,103,28561
Italy,2011,Male,104,28561
Italy,2011,Male,105,28561
Italy,2011,Male,106,28561
Italy,2011,Male,107,28561
Italy,2011,Male,108,28561
Italy,2011,Male,109,28561
Italy,2011,Male,110,28561
Italy,2011,Male,111,28561
Italy,2011,Male,112,28561
Italy,2011,Male,113,28561
Italy,2011,Male,114,28561
Italy,2011,Male,115,28561
Italy,2011,Male,116,28561
Italy,2011,Male,117,28561
Italy,2011,Male,118,28561
Italy,2011,Male,119,28561
Italy,2011,Male,120,28561
Italy,2011,Male,121,28561
Italy,2011,Male,122,28561
Italy,2011,Female,80,54238
Italy,2011,Female,81,54238
Italy,2011,Female,82,54238
Italy,2011,Female,83,54238
Italy,2011,Female,84,54238
Italy,2011,Female,85,54238
Italy,2011,Female,86,54238
Italy,2011,Female,87,54238
Italy,2011,Female,88,54238
Italy,2011,Female,89,54238
Italy,2011,Female,90,54238
Italy,2011,Female,91,54238
Italy,2011,Female,92,54238
Italy,2011,Female,93,54238
Italy,2011,Female,94,54238
Italy,2011,Female,95,54238
Italy,2011,Female,96,54238
Italy,2011,Female,97,54238
Italy,2011,Female,98,54238
Italy,2011,Female,99,54238
Italy,2011,Female,100,54238
Italy,2011,Female,101,54238
Italy,2011,Female,102,54238
Italy,2011,Female,103,54238
Italy,2011,Female,104,54238
Italy,2011,Female,105,54238
Italy,2011,Female,106,54238
Italy,2011,Female,107,54238
Italy,2011,Female,108,54238
Italy,2011,Female,109,54238
Italy,2011,Female,110,54238
Italy,2011,Female,111,54238
Italy,2011,Female,112,54238
Italy,2011,Female,113,54238
Italy,2011,Female,114,54238
Italy,2011,Female,115,54238
Italy,2011,Female,116,54238
Italy,2011,Female,117,54238
Italy,2011,Female,118,54238
Italy,2011,Female,119,54238
Italy,2011,Female,120,54238
Italy,2011,Female,121,54238
Italy,2011,Female,122,54238
Italy,2010,Male,0,291852
Italy,2010,Male,1,291852
Italy,2010,Male,2,291852
Italy,2010,Male,3,291852
Italy,2010,Male,4,291852
Italy,2010,Female,0,275377
Italy,2010,Female,1,275377
Italy,2010,Female,2,275377
Italy,2010,Female,3,275377
Italy,2010,Female,4,275377
Italy,2010,Male,5,284640
Italy,2010,Male,6,284640
Italy,2010,Male,7,284640
Italy,2010,Male,8,284640
Italy,2010,Male,9,284640
Italy,2010,Female,5,269234
Italy,2010,Female,6,269234
Italy,2010,Female,7,269234
Italy,2010,Female,8,269234
Italy,2010,Female,9,269234
Italy,2010,Male,10,281916
Italy,2010,Male,11,281916
Italy,2010,Male,12,281916
Italy,2010,Male,13,281916
Italy,2010,Male,14,281916
Italy,2010,Female,10,266087
Italy,2010,Female,11,266087
Italy,2010,Female,12,266087
Italy,2010,Female,13,266087
Italy,2010,Female,14,266087
Italy,2010,Male,15,295680
Italy,2010,Male,16,295680
Italy,2010,Male,17,295680
Italy,2010,Male,18,295680
Italy,2010,Male,19,295680
Italy,2010,Female,15,278139
Italy,2010,Female,16,278139
Italy,2010,Female,17,278139
Italy,2010,Female,18,278139
Italy,2010,Female,19,278139
Italy,2010,Male,20,311399
Italy,2010,Male,21,311399
Italy,2010,Male,22,311399
Italy,2010,Male,23,311399
Italy,2010,Male,24,311399
Italy,2010,Female,20,296718
Italy,2010,Female,21,296718
Italy,2010,Female,22,296718
Italy,2010,Female,23,296718
Italy,2010,Female,24,296718
Italy,2010,Male,25,338579
Italy,2010,Male,26,338579
Italy,2010,Male,27,338579
Italy,2010,Male,28,338579
Italy,2010,Male,29,338579
Italy,2010,Female,25,332623
Italy,2010,Female,26,332623
Italy,2010,Female,27,332623
Italy,2010,Female,28,332623
Italy,2010,Female,29,332623
Italy,2010,Male,30,392877
Italy,2010,Male,31,392877
Italy,2010,Male,32,392877
Italy,2010,Male,33,392877
Italy,2010,Male,34,392877
Italy,2010,Female,30,394219
Italy,2010,Female,31,394219
Italy,2010,Female,32,394219
Italy,2010,Female,33,394219
Italy,2010,Female,34,394219
Italy,2010,Male,35,467599
Italy,2010,Male,36,467599
Italy,2010,Male,37,467599
Italy,2010,Male,38,467599
Italy,2010,Male,39,467599
Italy,2010,Female,35,471661
Italy,2010,Female,36,471661
Italy,2010,Female,37,471661
Italy,2010,Female,38,471661
Italy,2010,Female,39,471661
Italy,2010,Male,40,480980
Italy,2010,Male,41,480980
Italy,2010,Male,42,480980
Italy,2010,Male,43,480980
Italy,2010,Male,44,480980
Italy,2010,Female,40,489751
Italy,2010,Female,41,489751
Italy,2010,Female,42,489751
Italy,2010,Female,43,489751
Italy,2010,Female,44,489751
Italy,2010,Male,45,460708
Italy,2010,Male,46,460708
Italy,2010,Male,47,460708
Italy,2010,Male,48,460708
Italy,2010,Male,49,460708
Italy,2010,Female,45,472212
Italy,2010,Female,46,472212
Italy,2010,Female,47,472212
Italy,2010,Female,48,472212
Italy,2010,Female,49,472212
Italy,2010,Male,50,394297
Italy,2010,Male,51,394297
Italy,2010,Male,52,394297
Italy,2010,Male,53,394297
Italy,2010,Male,54,394297
Italy,2010,Female,50,410867
Italy,2010,Female,51,410867
Italy,2010,Female,52,410867
Italy,2010,Female,53,410867
Italy,2010,Female,54,410867
Italy,2010,Male,55,355113
Italy,2010,Male,56,355113
Italy,2010,Male,57,355113
Italy,2010,Male,58,355113
Italy,2010,Male,59,355113
Italy,2010,Female,55,377374
Italy,2010,Female,56,377374
Italy,2010,Female,57,377374
Italy,2010,Female,58,377374
Italy,2010,Female,59,377374
Italy,2010,Male,60,358852
Italy,2010,Male,61,358852
Italy,2010,Male,62,358852
Italy,2010,Male,63,358852
Italy,2010,Male,64,358852
Italy,2010,Female,60,385020
Italy,2010,Female,61,385020
Italy,2010,Female,62,385020
Italy,2010,Female,63,385020
Italy,2010,Female,64,385020
Italy,2010,Male,65,287782
Italy,2010,Male,66,287782
Italy,2010,Male,67,287782
Italy,2010,Male,68,287782
Italy,2010,Male,69,287782
Italy,2010,Female,65,320655
Italy,2010,Female,66,320655
Italy,2010,Female,67,320655
Italy,2010,Female,68,320655
Italy,2010,Female,69,320655
Italy,2010,Male,75,214543
Italy,2010,Male,76,214543
Italy,2010,Male,77,214543
Italy,2010,Male,78,214543
Italy,2010,Male,79,214543
Italy,2010,Female,75,287551
Italy,2010,Female,76,287551
Italy,2010,Female,77,287551
Italy,2010,Female,78,287551
Italy,2010,Female,79,287551
Italy,2010,Male,80,27361
Italy,2010,Male,81,27361
Italy,2010,Male,82,27361
Italy,2010,Male,83,27361
Italy,2010,Male,84,27361
Italy,2010,Male,85,27361
Italy,2010,Male,86,27361
Italy,2010,Male,87,27361
Italy,2010,Male,88,27361
Italy,2010,Male,89,27361
Italy,2010,Male,90,27361
Italy,2010,Male,91,27361
Italy,2010,Male,92,27361
Italy,2010,Male,93,27361
Italy,2010,Male,94,27361
Italy,2010,Male,95,27361
Italy,2010,Male,96,27361
Italy,2010,Male,97,27361
Italy,2010,Male,98,27361
Italy,2010,Male,99,27361
Italy,2010,Male,100,27361
Italy,2010,Male,101,27361
Italy,2010,Male,102,27361
Italy,2010,Male,103,27361
Italy,2010,Male,104,27361
Italy,2010,Male,105,27361
Italy,2010,Male,106,27361
Italy,2010,Male,107,27361
Italy,2010,Male,108,27361
Italy,2010,Male,109,27361
Italy,2010,Male,110,27361
Italy,2010,Male,111,27361
Italy,2010,Male,112,27361
Italy,2010,Male,113,27361
Italy,2010,Male,114,27361
Italy,2010,Male,115,27361
Italy,2010,Male,116,27361
Italy,2010,Male,117,27361
Italy,2010,Male,118,27361
Italy,2010,Male,119,27361
Italy,2010,Male,120,27361
Italy,2010,Male,121,27361
Italy,2010,Male,122,27361
Italy,2010,Female,80,52955
Italy,2010,Female,81,52955
Italy,2010,Female,82,52955
Italy,2010,Female,83,52955
Italy,2010,Female,84,52955
Italy,2010,Female,85,52955
Italy,2010,Female,86,52955
Italy,2010,Female,87,52955
Italy,2010,Female,88,52955
Italy,2010,Female,89,52955
Italy,2010,Female,90,52955
Italy,2010,Female,91,52955
Italy,2010,Female,92,52955
Italy,2010,Female,93,52955
Italy,2010,Female,94,52955
Italy,2010,Female,95,52955
Italy,2010,Female,96,52955
Italy,2010,Female,97,52955
Italy,2010,Female,98,52955
Italy,2010,Female,99,52955
Italy,2010,Female,100,52955
Italy,2010,Female,101,52955
Italy,2010,Female,102,52955
Italy,2010,Female,103,52955
Italy,2010,Female,104,52955
Italy,2010,Female,105,52955
Italy,2010,Female,106,52955
Italy,2010,Female,107,52955
Italy,2010,Female,108,52955
Italy,2010,Female,109,52955
Italy,2010,Female,110,52955
Italy,2010,Female,111,52955
Italy,2010,Female,112,52955
Italy,2010,Female,113,52955
Italy,2010,Female,114,52955
Italy,2010,Female,115,52955
Italy,2010,Female,116,52955
Italy,2010,Female,117,52955
Italy,2010,Female,118,52955
Italy,2010,Female,119,52955
Italy,2010,Female,120,52955
Italy,2010,Female,121,52955
Italy,2010,Female,122,52955
Italy,2009,Male,0,292912
Italy,2009,Male,1,292912
Italy,2009,Male,2,292912
Italy,2009,Male,3,292912
Italy,2009,Male,4,292912
Italy,2009,Female,0,276634
Italy,2009,Female,1,276634
Italy,2009,Female,2,276634
Italy,2009,Female,3,276634
Italy,2009,Female,4,276634
Italy,2009,Male,5,282975
Italy,2009,Male,6,282975
Italy,2009,Male,7,282975
Italy,2009,Male,8,282975
Italy,2009,Male,9,282975
Italy,2009,Female,5,267825
Italy,2009,Female,6,267825
Italy,2009,Female,7,267825
Italy,2009,Female,8,267825
Italy,2009,Female,9,267825
Italy,2009,Male,10,282325
Italy,2009,Male,11,282325
Italy,2009,Male,12,282325
Italy,2009,Male,13,282325
Italy,2009,Male,14,282325
Italy,2009,Female,10,266669
Italy,2009,Female,11,266669
Italy,2009,Female,12,266669
Italy,2009,Female,13,266669
Italy,2009,Female,14,266669
Italy,2009,Male,15,296402
Italy,2009,Male,16,296402
Italy,2009,Male,17,296402
Italy,2009,Male,18,296402
Italy,2009,Male,19,296402
Italy,2009,Female,15,279563
Italy,2009,Female,16,279563
Italy,2009,Female,17,279563
Italy,2009,Female,18,279563
Italy,2009,Female,19,279563
Italy,2009,Male,20,312353
Italy,2009,Male,21,312353
Italy,2009,Male,22,312353
Italy,2009,Male,23,312353
Italy,2009,Male,24,312353
Italy,2009,Female,20,298695
Italy,2009,Female,21,298695
Italy,2009,Female,22,298695
Italy,2009,Female,23,298695
Italy,2009,Female,24,298695
Italy,2009,Male,25,343848
Italy,2009,Male,26,343848
Italy,2009,Male,27,343848
Italy,2009,Male,28,343848
Italy,2009,Male,29,343848
Italy,2009,Female,25,337735
Italy,2009,Female,26,337735
Italy,2009,Female,27,337735
Italy,2009,Female,28,337735
Italy,2009,Female,29,337735
Italy,2009,Male,30,405531
Italy,2009,Male,31,405531
Italy,2009,Male,32,405531
Italy,2009,Male,33,405531
Italy,2009,Male,34,405531
Italy,2009,Female,30,405312
Italy,2009,Female,31,405312
Italy,2009,Female,32,405312
Italy,2009,Female,33,405312
Italy,2009,Female,34,405312
Italy,2009,Male,35,473861
Italy,2009,Male,36,473861
Italy,2009,Male,37,473861
Italy,2009,Male,38,473861
Italy,2009,Male,39,473861
Italy,2009,Female,35,476667
Italy,2009,Female,36,476667
Italy,2009,Female,37,476667
Italy,2009,Female,38,476667
Italy,2009,Female,39,476667
Italy,2009,Male,40,479579
Italy,2009,Male,41,479579
Italy,2009,Male,42,479579
Italy,2009,Male,43,479579
Italy,2009,Male,44,479579
Italy,2009,Female,40,487304
Italy,2009,Female,41,487304
Italy,2009,Female,42,487304
Italy,2009,Female,43,487304
Italy,2009,Female,44,487304
Italy,2009,Male,45,450949
Italy,2009,Male,46,450949
Italy,2009,Male,47,450949
Italy,2009,Male,48,450949
Italy,2009,Male,49,450949
Italy,2009,Female,45,461546
Italy,2009,Female,46,461546
Italy,2009,Female,47,461546
Italy,2009,Female,48,461546
Italy,2009,Female,49,461546
Italy,2009,Male,50,384800
Italy,2009,Male,51,384800
Italy,2009,Male,52,384800
Italy,2009,Male,53,384800
Italy,2009,Male,54,384800
Italy,2009,Female,50,400493
Italy,2009,Female,51,400493
Italy,2009,Female,52,400493
Italy,2009,Female,53,400493
Italy,2009,Female,54,400493
Italy,2009,Male,55,357421
Italy,2009,Male,56,357421
Italy,2009,Male,57,357421
Italy,2009,Male,58,357421
Italy,2009,Male,59,357421
Italy,2009,Female,55,378564
Italy,2009,Female,56,378564
Italy,2009,Female,57,378564
Italy,2009,Female,58,378564
Italy,2009,Female,59,378564
Italy,2009,Male,60,351902
Italy,2009,Male,61,351902
Italy,2009,Male,62,351902
Italy,2009,Male,63,351902
Italy,2009,Male,64,351902
Italy,2009,Female,60,377100
Italy,2009,Female,61,377100
Italy,2009,Female,62,377100
Italy,2009,Female,63,377100
Italy,2009,Female,64,377100
Italy,2009,Male,65,286811
Italy,2009,Male,66,286811
Italy,2009,Male,67,286811
Italy,2009,Male,68,286811
Italy,2009,Male,69,286811
Italy,2009,Female,65,320953
Italy,2009,Female,66,320953
Italy,2009,Female,67,320953
Italy,2009,Female,68,320953
Italy,2009,Female,69,320953
Italy,2009,Male,75,207501
Italy,2009,Male,76,207501
Italy,2009,Male,77,207501
Italy,2009,Male,78,207501
Italy,2009,Male,79,207501
Italy,2009,Female,75,282634
Italy,2009,Female,76,282634
Italy,2009,Female,77,282634
Italy,2009,Female,78,282634
Italy,2009,Female,79,282634
Italy,2009,Male,80,26775
Italy,2009,Male,81,26775
Italy,2009,Male,82,26775
Italy,2009,Male,83,26775
Italy,2009,Male,84,26775
Italy,2009,Male,85,26775
Italy,2009,Male,86,26775
Italy,2009,Male,87,26775
Italy,2009,Male,88,26775
Italy,2009,Male,89,26775
Italy,2009,Male,90,26775
Italy,2009,Male,91,26775
Italy,2009,Male,92,26775
Italy,2009,Male,93,26775
Italy,2009,Male,94,26775
Italy,2009,Male,95,26775
Italy,2009,Male,96,26775
Italy,2009,Male,97,26775
Italy,2009,Male,98,26775
Italy,2009,Male,99,26775
Italy,2009,Male,100,26775
Italy,2009,Male,101,26775
Italy,2009,Male,102,26775
Italy,2009,Male,103,26775
Italy,2009,Male,104,26775
Italy,2009,Male,105,26775
Italy,2009,Male,106,26775
Italy,2009,Male,107,26775
Italy,2009,Male,108,26775
Italy,2009,Male,109,26775
Italy,2009,Male,110,26775
Italy,2009,Male,111,26775
Italy,2009,Male,112,26775
Italy,2009,Male,113,26775
Italy,2009,Male,114,26775
Italy,2009,Male,115,26775
Italy,2009,Male,116,26775
Italy,2009,Male,117,26775
Italy,2009,Male,118,26775
Italy,2009,Male,119,26775
Italy,2009,Male,120,26775
Italy,2009,Male,121,26775
Italy,2009,Male,122,26775
Italy,2009,Female,80,51680
Italy,2009,Female,81,51680
Italy,2009,Female,82,51680
Italy,2009,Female,83,51680
Italy,2009,Female,84,51680
Italy,2009,Female,85,51680
Italy,2009,Female,86,51680
Italy,2009,Female,87,51680
Italy,2009,Female,88,51680
Italy,2009,Female,89,51680
Italy,2009,Female,90,51680
Italy,2009,Female,91,51680
Italy,2009,Female,92,51680
Italy,2009,Female,93,51680
Italy,2009,Female,94,51680
Italy,2009,Female,95,51680
Italy,2009,Female,96,51680
Italy,2009,Female,97,51680
Italy,2009,Female,98,51680
Italy,2009,Female,99,51680
Italy,2009,Female,100,51680
Italy,2009,Female,101,51680
Italy,2009,Female,102,51680
Italy,2009,Female,103,51680
Italy,2009,Female,104,51680
Italy,2009,Female,105,51680
Italy,2009,Female,106,51680
Italy,2009,Female,107,51680
Italy,2009,Female,108,51680
Italy,2009,Female,109,51680
Italy,2009,Female,110,51680
Italy,2009,Female,111,51680
Italy,2009,Female,112,51680
Italy,2009,Female,113,51680
Italy,2009,Female,114,51680
Italy,2009,Female,115,51680
Italy,2009,Female,116,51680
Italy,2009,Female,117,51680
Italy,2009,Female,118,51680
Italy,2009,Female,119,51680
Italy,2009,Female,120,51680
Italy,2009,Female,121,51680
Italy,2009,Female,122,51680
Italy,2008,Male,0,292780
Italy,2008,Male,1,292780
Italy,2008,Male,2,292780
Italy,2008,Male,3,292780
Italy,2008,Male,4,292780
Italy,2008,Female,0,276473
Italy,2008,Female,1,276473
Italy,2008,Female,2,276473
Italy,2008,Female,3,276473
Italy,2008,Female,4,276473
Italy,2008,Male,5,280591
Italy,2008,Male,6,280591
Italy,2008,Male,7,280591
Italy,2008,Male,8,280591
Italy,2008,Male,9,280591
Italy,2008,Female,5,265573
Italy,2008,Female,6,265573
Italy,2008,Female,7,265573
Italy,2008,Female,8,265573
Italy,2008,Female,9,265573
Italy,2008,Male,10,283010
Italy,2008,Male,11,283010
Italy,2008,Male,12,283010
Italy,2008,Male,13,283010
Italy,2008,Male,14,283010
Italy,2008,Female,10,267344
Italy,2008,Female,11,267344
Italy,2008,Female,12,267344
Italy,2008,Female,13,267344
Italy,2008,Female,14,267344
Italy,2008,Male,15,296363
Italy,2008,Male,16,296363
Italy,2008,Male,17,296363
Italy,2008,Male,18,296363
Italy,2008,Male,19,296363
Italy,2008,Female,15,279964
Italy,2008,Female,16,279964
Italy,2008,Female,17,279964
Italy,2008,Female,18,279964
Italy,2008,Female,19,279964
Italy,2008,Male,20,313191
Italy,2008,Male,21,313191
Italy,2008,Male,22,313191
Italy,2008,Male,23,313191
Italy,2008,Male,24,313191
Italy,2008,Female,20,299913
Italy,2008,Female,21,299913
Italy,2008,Female,22,299913
Italy,2008,Female,23,299913
Italy,2008,Female,24,299913
Italy,2008,Male,25,349984
Italy,2008,Male,26,349984
Italy,2008,Male,27,349984
Italy,2008,Male,28,349984
Italy,2008,Male,29,349984
Italy,2008,Female,25,342944
Italy,2008,Female,26,342944
Italy,2008,Female,27,342944
Italy,2008,Female,28,342944
Italy,2008,Female,29,342944
Italy,2008,Male,30,419465
Italy,2008,Male,31,419465
Italy,2008,Male,32,419465
Italy,2008,Male,33,419465
Italy,2008,Male,34,419465
Italy,2008,Female,30,417059
Italy,2008,Female,31,417059
Italy,2008,Female,32,417059
Italy,2008,Female,33,417059
Italy,2008,Female,34,417059
Italy,2008,Male,35,476663
Italy,2008,Male,36,476663
Italy,2008,Male,37,476663
Italy,2008,Male,38,476663
Italy,2008,Male,39,476663
Italy,2008,Female,35,478121
Italy,2008,Female,36,478121
Italy,2008,Female,37,478121
Italy,2008,Female,38,478121
Italy,2008,Female,39,478121
Italy,2008,Male,40,477713
Italy,2008,Male,41,477713
Italy,2008,Male,42,477713
Italy,2008,Male,43,477713
Italy,2008,Male,44,477713
Italy,2008,Female,40,483844
Italy,2008,Female,41,483844
Italy,2008,Female,42,483844
Italy,2008,Female,43,483844
Italy,2008,Female,44,483844
Italy,2008,Male,45,438641
Italy,2008,Male,46,438641
Italy,2008,Male,47,438641
Italy,2008,Male,48,438641
Italy,2008,Male,49,438641
Italy,2008,Female,45,447893
Italy,2008,Female,46,447893
Italy,2008,Female,47,447893
Italy,2008,Female,48,447893
Italy,2008,Female,49,447893
Italy,2008,Male,50,376442
Italy,2008,Male,51,376442
Italy,2008,Male,52,376442
Italy,2008,Male,53,376442
Italy,2008,Male,54,376442
Italy,2008,Female,50,390903
Italy,2008,Female,51,390903
Italy,2008,Female,52,390903
Italy,2008,Female,53,390903
Italy,2008,Female,54,390903
Italy,2008,Male,55,362993
Italy,2008,Male,56,362993
Italy,2008,Male,57,362993
Italy,2008,Male,58,362993
Italy,2008,Male,59,362993
Italy,2008,Female,55,382590
Italy,2008,Female,56,382590
Italy,2008,Female,57,382590
Italy,2008,Female,58,382590
Italy,2008,Female,59,382590
Italy,2008,Male,60,338937
Italy,2008,Male,61,338937
Italy,2008,Male,62,338937
Italy,2008,Male,63,338937
Italy,2008,Male,64,338937
Italy,2008,Female,60,362988
Italy,2008,Female,61,362988
Italy,2008,Female,62,362988
Italy,2008,Female,63,362988
Italy,2008,Female,64,362988
Italy,2008,Male,65,291671
Italy,2008,Male,66,291671
Italy,2008,Male,67,291671
Italy,2008,Male,68,291671
Italy,2008,Male,69,291671
Italy,2008,Female,65,327246
Italy,2008,Female,66,327246
Italy,2008,Female,67,327246
Italy,2008,Female,68,327246
Italy,2008,Female,69,327246
Italy,2008,Male,75,201969
Italy,2008,Male,76,201969
Italy,2008,Male,77,201969
Italy,2008,Male,78,201969
Italy,2008,Male,79,201969
Italy,2008,Female,75,279166
Italy,2008,Female,76,279166
Italy,2008,Female,77,279166
Italy,2008,Female,78,279166
Italy,2008,Female,79,279166
Italy,2008,Male,80,26060
Italy,2008,Male,81,26060
Italy,2008,Male,82,26060
Italy,2008,Male,83,26060
Italy,2008,Male,84,26060
Italy,2008,Male,85,26060
Italy,2008,Male,86,26060
Italy,2008,Male,87,26060
Italy,2008,Male,88,26060
Italy,2008,Male,89,26060
Italy,2008,Male,90,26060
Italy,2008,Male,91,26060
Italy,2008,Male,92,26060
Italy,2008,Male,93,26060
Italy,2008,Male,94,26060
Italy,2008,Male,95,26060
Italy,2008,Male,96,26060
Italy,2008,Male,97,26060
Italy,2008,Male,98,26060
Italy,2008,Male,99,26060
Italy,2008,Male,100,26060
Italy,2008,Male,101,26060
Italy,2008,Male,102,26060
Italy,2008,Male,103,26060
Italy,2008,Male,104,26060
Italy,2008,Male,105,26060
Italy,2008,Male,106,26060
Italy,2008,Male,107,26060
Italy,2008,Male,108,26060
Italy,2008,Male,109,26060
Italy,2008,Male,110,26060
Italy,2008,Male,111,26060
Italy,2008,Male,112,26060
Italy,2008,Male,113,26060
Italy,2008,Male,114,26060
Italy,2008,Male,115,26060
Italy,2008,Male,116,26060
Italy,2008,Male,117,26060
Italy,2008,Male,118,26060
Italy,2008,Male,119,26060
Italy,2008,Male,120,26060
Italy,2008,Male,121,26060
Italy,2008,Male,122,26060
Italy,2008,Female,80,50306
Italy,2008,Female,81,50306
Italy,2008,Female,82,50306
Italy,2008,Female,83,50306
Italy,2008,Female,84,50306
Italy,2008,Female,85,50306
Italy,2008,Female,86,50306
Italy,2008,Female,87,50306
Italy,2008,Female,88,50306
Italy,2008,Female,89,50306
Italy,2008,Female,90,50306
Italy,2008,Female,91,50306
Italy,2008,Female,92,50306
Italy,2008,Female,93,50306
Italy,2008,Female,94,50306
Italy,2008,Female,95,50306
Italy,2008,Female,96,50306
Italy,2008,Female,97,50306
Italy,2008,Female,98,50306
Italy,2008,Female,99,50306
Italy,2008,Female,100,50306
Italy,2008,Female,101,50306
Italy,2008,Female,102,50306
Italy,2008,Female,103,50306
Italy,2008,Female,104,50306
Italy,2008,Female,105,50306
Italy,2008,Female,106,50306
Italy,2008,Female,107,50306
Italy,2008,Female,108,50306
Italy,2008,Female,109,50306
Italy,2008,Female,110,50306
Italy,2008,Female,111,50306
Italy,2008,Female,112,50306
Italy,2008,Female,113,50306
Italy,2008,Female,114,50306
Italy,2008,Female,115,50306
Italy,2008,Female,116,50306
Italy,2008,Female,117,50306
Italy,2008,Female,118,50306
Italy,2008,Female,119,50306
Italy,2008,Female,120,50306
Italy,2008,Female,121,50306
Italy,2008,Female,122,50306
Italy,2007,Male,0,290861
Italy,2007,Male,1,290861
Italy,2007,Male,2,290861
Italy,2007,Male,3,290861
Italy,2007,Male,4,290861
Italy,2007,Female,0,274531
Italy,2007,Female,1,274531
Italy,2007,Female,2,274531
