,Mu,Susceptible,Infected,Recovered
352,10.005807323536212,0.7134633946046718,0.022134936286498375,0.28856727617896216
353,10.005788175722579,0.7585116682304487,0.010801242900669203,0.2432192954250124
354,10.005776043167556,0.8005601620449048,0.003674389255739753,0.2008428191102345
355,10.005771083961747,0.839275590881925,0.0007733326840741434,0.16177435124619688
356,10.005773395511167,0.8743529424383859,0.002124684759229157,0.12632172578075554
357,10.005783012886107,0.9055116389407534,0.0077633773916373295,0.09476797059891258
358,10.005799906128397,0.9324920785947596,0.017731971911661516,0.06737480702500889
359,10.005823976474685,0.9550527388462137,0.0320784759279605,0.044385602874964576
360,10.005855051781296,0.9729679767862892,0.0508526137599903,0.026027643117334954
361,10.005892881040438,0.9860268130970613,0.07410014617854922,0.01251343456304854
362,10.005937128624781,0.9940328266115976,0.1018551685430085,0.00404091728012853
363,10.0059873689552,0.9968052994641636,0.13413028677539693,0.0007924428174354028
364,10.00604308167482,0.9941819882651738,0.17090414930095849,0.002932147513267251
365,10.006103648446988,0.9860236535102684,0.21210648081944997,0.010601585452219602
366,10.006168352157756,0.9722205314023533,0.25760071315495237,0.023913433920427097
367,10.006236379189549,0.9527009513237128,0.30716451135916445,0.04294306219848238
368,10.006306825632125,0.9274420291178413,0.36046908629484,0.0677180219685583
369,10.00637870782117,0.8964824475528694,0.41705849643928605,0.09820543136006614
370,10.006450977462134,0.859936810611458,0.47633083065511733,0.13429774476946496
371,10.006522541203275,0.8180110834065598,0.5375237499224931,0.1757973671041164
372,10.006592283885375,0.7710180243989739,0.5997071671112829,0.22240117767376863
373,10.00665909450835,0.7193913741705262,0.66178623014249,0.273686167423732
374,10.006721893741288,0.6636970709207624,0.7225176992111182,0.3290978929090107
375,10.006779661165133,0.6046396600363277,0.7805416182588035,0.3879435707301174
376,10.006831460339717,0.5430621616575074,0.8344285641547615,0.44939156093917554
377,10.006876461225605,0.47993768943169884,0.8827420093706141,0.5124789688778844
378,10.006913958437094,0.4163515883209102,0.9241116558098703,0.5761286667404211
379,10.006943384542705,0.3534743126430168,0.957311521419896,0.6391755976425517
380,10.006964318790583,0.2925254785482968,0.9813356616396791,0.7004020226230623
381,10.006976491277879,0.23473113440142174,0.9954629975260374,0.758579765895287
382,10.006979783204052,0.18127723723418646,0.9993038252385751,0.8125165445815588
383,10.006974223711046,0.13326275725856643,0.9928223598587886,0.8611030065630264
384,10.006959983971704,0.0916562811379593,0.9763329370720268,0.9033566015830244
385,10.006937369169032,0.057259557617994665,0.9504710748117398,0.9384587922207102
386,10.006906808635812,0.030680627190991804,0.9161434990896419,0.9657828806168038
387,10.006868844495708,0.012318162397104385,0.874463750115277,0.9849107167147606
388,10.00682411895189,0.0023573892984844924,0.8266808940858977,0.995637809252812
389,10.006773360450536,0.0007768438767434178,0.7741087528883801,0.9979674898098916
390,10.006717368838757,0.007364299480449455,0.7180616627856615,0.9920957261402202
391,10.006656999807955,0.02173965179851201,0.6598010368400073,0.9783887601017174
392,10.006593148946859,0.04338230343902907,0.600494935121495,0.9573560210487189
393,10.006526735912953,0.07166066708683813,0.5411911284152983,0.9296207118416502
394,10.006458688643654,0.1058617003606302,0.48280218460822605,0.8958901949403951
395,10.006389928856043,0.14521883970806707,0.4261014262267179,0.8569278429715126
396,10.006321358731011,0.18893724280148308,0.37172695028738484,0.8135274939458955
397,10.006253849308575,0.2362153063572684,0.320191527789325,0.7664915846298885
398,10.00618823038406,0.2862624999082154,0.27189591176592054,0.7166129556979691
399,10.006125282457658,0.3383133953645608,0.2271441451206188,0.6646604696747819
400,10.00606573078749,0.39163797609418893,0.18615950630738737,0.6113683761696582
401,10.006010241111932,0.44554873975597054,0.14909987202714212,0.5574289223876266
402,10.005959417067968,0.49940495090074144,0.11607202289558131,0.5034878561526287
403,10.005913798982654,0.5526145304058252,0.0871444755302841,0.450142335570932
404,10.005873863709606,0.6046340378792673,0.06235865971513218,0.3979407873976541
405,10.005840025228036,0.6549671790709266,0.041738440052422096,0.34738427794698923
406,10.00581263561402,0.7031622043554981,0.025297999600185184,0.29892902673196164
407,10.005791986047356,0.7488085267525331,0.013048174057514494,0.2529897299703876
408,10.005778307542233,0.7915328825885812,0.0050013339524725385,0.20994336634670926
409,10.005771771303843,0.8309952703814618,0.0011750008114930477,0.17013324454280937
410,10.005772488086501,0.866884842130412,0.0015940158723487447,0.13387311918333375
411,10.005780506780305,0.8989159905481117,0.006291504421624669,0.10145112582422328
412,10.00579581190142,0.9268248008687591,0.015308460401646561,0.0731333671266546
413,10.005818320067409,0.950366023184665,0.028691912048331217,0.0491669932399954
414,10.005847875572607,0.969310711427602,0.04649153882963887,0.02978263063032446
415,10.005884245078583,0.9834447777324281,0.06875443479422164,0.015195912416422704
416,10.005927111982603,0.992568598554599,0.0955179295262764,0.0056079737494555346
417,10.005976070799031,0.9964978896919845,0.12680015567792094,0.001204697324293314
418,10.006030622227398,0.9950661529111452,0.1625882076242726,0.002154405669150449
419,10.006090169825942,0.9881286646818715,0.2028239232474203,0.00860402958437928
420,10.006154017997163,0.9755686666745322,0.24738661199544829,0.02067309613906933
421,10.006221373982587,0.9573054301672212,0.29607429389003553,0.0384458458742129
422,10.006291353124094,0.9333044755662998,0.3485831810037255,0.061961199086245165
423,10.006362988373686,0.9035899013146331,0.40448682692931903,0.091200597693174
424,10.006435244131877,0.8682586241777032,0.4632164973986415,0.12607390122169193
425,10.00650703543627,0.8274953601778544,0.5240459781405121,0.16640447441775172
426,10.006577250071345,0.7815883225383097,0.5860821356066669,0.21191347206765995
427,10.00664477428666,0.7309437201575117,0.6482656136275905,0.2622051950825536
428,10.006708519943123,0.6760977740130137,0.7093839583234187,0.3167547808633931
429,10.006767451729102,0.6177243952353823,0.7680996152098245,0.3749000678972283
430,10.00682061313616,0.556636591085634,0.8229940945497245,0.43583956873336016
431,10.006867149519486,0.4937799295475869,0.8726272176039812,0.4986382514987882
432,10.006906327200353,0.43021687841313466,0.9156083269636259,0.5622423685158946
433,10.006937547859769,0.36710169105985563,0.9506738745479623,0.6255037403261653
434,10.006960358339624,0.3056462139485552,0.9767644052412403,0.6872132133552032
435,10.006974455733719,0.24707848996143408,0.993092368001911,0.746141518031149
436,10.006979688372521,0.192596770129458,0.9991930602006681,0.8010849965700014
437,10.006976053500122,0.1433224469519952,0.9949528754684628,0.8509127344947568
